Text,Entity Type
nos,
iudicet,
",",
illa,
nos,
condemnet,
",",
si,
poterit,
negare,
omnes,
istos,
deos,
uestros,
homines,
fuisse,
.,
Sed,
et,
ipsa,
inficias,
si,
ierit,
",",
de,
suis,
antiquitatum,
instrumentis,
reuincetur,
",",
de,
quibus,
eos,
didicit,
",",
testimonium,
perhibentibus,
ad,
hodierum,
et,
ciuitatibus,
",",
in,
quibus,
nati,
sunt,
",",
et,
regionibus,
",",
in,
quibus,
aliquid,
operati,
uestigia,
reliquerunt,
",",
in,
quibus,
etiam,
sepulti,
demonstrantur,
.,
Nec,
ego,
per,
singulos,
decurram,
",",
tot,
ac,
tantos,
",",
nouos,
",",
ueteres,
",",
barbaros,
",",
Graecos,NORP
",",
Romanos,NORP
",",
peregrinos,
",",
captiuos,
",",
adoptiuos,
",",
proprios,
",",
communes,
",",
masculos,
",",
feminas,
",",
rusticos,
",",
urbanos,
",",
nauticos,
",",
militares,
;,
otiosum,
est,
etiam,
titulos,
persequi,
",",
ut,
colligam,
in,
compendium,
",",
et,
hoc,
non,
quo,
cognoscatis,
",",
sed,
recognoscatis,
;,
certe,
enim,
oblitos,
agitis,
.,
Ante,
Saturnum,PERSON
deus,
penes,
uos,
nemo,
est,
",",
ab,
illo,
census,
totius,
uel,
potioris,
uel,
notioris,
diuinitatis,
.,
Itaque,
quod,
de,
origine,
constiterit,
",",
id,
de,
posteritate,
conueniet,
.,
Saturnum,PERSON
itaque,
",",
si,
quantum,
litterae,
docent,
",",
neque,
Diodorus,PERSON
Graecus,NORP
",",
aut,
Thallus,PERSON
",",
neque,
Cassius,PERSON
Seuerus,PERSON
",",
aut,
Cornelius,PERSON
Nepos,PERSON
",",
neque,
ullus,
commentator,
eiuscemodi,
antiquitatum,
aliud,
quam,
hominem,
promulgauerunt,
;,
si,
quantum,
rerum,
argumenta,
",",
nusquam,
inuenio,
fideliora,
",",
quam,
apud,
ipsam,
Italiam,LOC
",",
in,
qua,
Saturnus,PERSON
post,
multas,
expeditiones,
post,
que,
Attica,
hospitia,
consedit,
",",
exceptus,
a,
Iano,PERSON
",",
uel,
Iane,
",",
ut,
Salii,PERSON
uolunt,
.,
Mons,
",",
quem,
incoluerat,
",",
Saturnius,PERSON
dictus,
;,
ciuitas,
",",
quam,
depalauerat,
",",
Saturnia,PERSON
usque,
nunc,
est,
;,
tota,
denique,
Italia,LOC
",",
post,
Oenotriam,PERSON
",",
Saturnia,PERSON
cognominabatur,
.,
Ab,
ipso,
primum,
tabulae,
et,
imagine,
signatus,
numus,
",",
et,
inde,
aerario,
praesidet,
.,
Tamen,
si,
homo,
Saturnus,
",",
utique,
ex,
homine,
",",
et,
quia,
ab,
homine,
non,
utique,
de,
coelo,
et,
terra,
.,
Sed,
cuius,
parentes,
ignoti,
erant,
",",
facile,
fuit,
eorum,
filium,
dici,
",",
quorum,
et,
omnes,
possumus,
uideri,
.,
Quis,
enim,
non,
coelum,
et,
terram,
matrem,
et,
patrem,
uenerationis,
et,
honoris,
gratia,
appellet,
",",
uel,
ex,
consuetudine,
humana,
",",
qua,
ignoti,
uel,
ex,
inopinato,
apparentes,
de,
coelo,
superuenisse,
dicuntur,
?,
Proinde,
Saturno,PERSON
repentino,
ubique,
coelitem,
contigit,
dici,
.,
Nam,
et,
terrae,
filios,
uulgus,
uocat,
",",
quorum,
genus,
incertum,
est,
.,
Taceo,PERSON
quod,
ita,
rudes,
tunc,
homines,
agebant,
",",
ut,
cuiuslibet,
noui,
uiri,
aspectu,
quasi,
diuino,
commouerentur,
",",
quum,
hodie,
iam,
politi,
",",
quos,
ante,
paucos,
dies,
luctu,
publico,
mortuos,
sint,
confessi,
",",
in,
deos,
consecrent,
.,
Satis,
iam,
de,
Saturno,LOC
",",
licet,
paucis,
.,
Etiam,
Iouem,PERSON
ostendemus,
tam,
hominem,
quam,
ex,
homine,
",",
et,
deinceps,
totum,
generis,
examen,
tam,
mortale,
quam,
seminis,
sui,
par,
.,
**CAPUT,
XI,
.,
**,
ARGUMENTUM,
.,
--,
At,
cum,
post,
mortem,
homines,
ob,
meritorum,
praestantiam,
in,
Deos,
ad,
lecti,
dicantur,
",",
inquirit,
hoc,
capite,
in,
caussas,
quae,
hoc,
exegerint,
:,
quae,
quidem,
respectu,
summi,
Dei,
inueniri,
nequeunt,
",",
cum,
ille,
aliorum,
ope,
non,
indigeat,
:,
respectu,
ipsorum,
",",
uel,
uanae,
sunt,
",",
uel,
tales,
",",
ut,
mereantur,
potius,
ob,
illas,
cum,
maleficis,
in,
imum,
tartarum,
detrudi,
",",
ubi,
collocarunt,
eos,
uiros,
",",
qui,
et,
inuentis,
",",
et,
meritis,
illos,
longe,
superarunt,
.,
Et,
quoniam,
",",
sicut,
illos,
homines,
fuisse,
non,
audetis,
negare,
",",
ita,
post,
mortem,
deos,
factos,
instituistis,
asseuerare,
",",
caussas,
quae,
hoc,
exegerint,
retractemus,
.,
Imprimis,
quidem,
necesse,
est,
concedatis,
esse,
aliquem,
sublimiorem,
Deum,
et,
mancipem,
quemdam,
diuinitatis,
",",
qui,
ex,
hominibus,
deos,
fecerit,
.,
Nam,
neque,
sibi,
illi,
potuissent,
sumere,
diuinitatem,
",",
quam,
non,
habebant,
",",
nec,
alius,
praestare,
eam,
non,
habentibus,
",",
nisi,
qui,
proprie,
possidebat,
.,
Caeterum,PERSON
si,
nemo,
esset,
",",
qui,
deos,
faceret,
",",
frustra,
praesumitis,
deos,
factos,
auferendo,
factorem,
.,
Certe,PERSON
quidem,
si,
ipsi,
se,
facere,
potuissent,
",",
numquam,
homines,
fuissent,
",",
possidentes,
apud,
se,
scilicet,
melioris,
conditionis,
potestatem,
.,
Igitur,
si,
est,
qui,
faciat,
deos,
",",
reuertor,
ad,
caussas,
examinandas,
faciendorum,
ex,
hominibus,
deorum,
",",
nec,
ullas,
inuenio,
",",
nisi,
si,
ministeria,
et,
auxilia,
officiis,
diuinis,
desiderauit,
ille,
magnus,
Deus,
.,
Primo,
indignum,
est,
",",
ut,
alicuius,
opera,
indigeret,
",",
et,
quidem,
mortui,
",",
quum,
dignius,
ab,
initio,
deum,
aliquem,
fecisset,
",",
qui,
mortui,
erat,
operam,
desideraturus,
.,
Sed,
nec,
operae,
locum,
uideo,
.,
Totum,
enim,
hoc,
mundi,
corpus,
siue,
innatum,
et,
infectum,
secundum,
Pythagoram,
",",
siue,
natum,
et,
factum,
secundum,
Platonem,
",",
semel,
utique,
in,
ista,
constructione,
dispositum,
et,
instructum,
et,
ordinatum,
cum,
omnis,
rationis,
gubernaculo,
inuentum,
est,
.,
Imperfectum,
non,
potuit,
esse,
",",
quod,
perfecit,
omnia,
.,
Nihil,
Saturnum,PERSON
et,
Saturniam,
gentem,
exspectabat,
.,
Uani,PERSON
erunt,
homines,
",",
nisi,
certi,
sint,
",",
a,
primordio,
et,
pluuias,
de,
coelo,
ruisse,
",",
et,
sidera,
radiasse,
",",
et,
lumina,
floruisse,
",",
et,
tonitrua,
mugisse,
et,
ipsum,
Iouem,PERSON
",",
quae,
in,
manu,
eius,
ponitis,
",",
fulmina,
timuisse,
;,
item,
omnem,
frugem,
ante,
Liberum,PERSON
et,
Cererem,PERSON
et,
Mineruam,PERSON
",",
imo,
ante,
ullum,
aliquem,
principem,
hominem,
de,
terra,
exuberasse,
",",
quia,
nihil,
continendo,
et,
sustinendo,
homini,
prospectum,
post,
hominem,
potuit,
inferri,
.,
Denique,
inuenisse,
dicuntur,
necessaria,
ista,
uitae,
",",
non,
instituisse,
.,
Quod,
autem,
inuenitur,
",",
fuit,
;,
et,
quod,
fuit,
",",
non,
eius,
deputabitur,
",",
qui,
inuenit,
",",
sed,
eius,
qui,
instituit,
:,
erat,
enim,
",",
antequam,
inueniretur,
.,
Caeterum,PERSON
si,
propterea,
Liber,PERSON
deus,
",",
quod,
uitem,
demonstrauit,
",",
male,
cum,
Lucullo,PERSON
actum,
est,
",",
qui,
primus,
cerasa,
ex,
Ponto,LOC
Italiae,LOC
promulgauit,
",",
quod,
non,
est,
propterea,
consecratus,
",",
ut,
nouae,
frugis,
auctor,
",",
quia,
inuentor,
et,
ostensor,
.,
Quamobrem,
si,
ab,
initio,
et,
instructa,
et,
certis,
exercendorum,
officiorum,
suorum,
rationibus,
dispensata,
uniuersitas,
constitit,
",",
uacat,
ex,
hac,
parte,
caussa,
allegendae,
humanitatis,
in,
diuinitatem,
",",
quia,
quas,
illis,
stationes,
et,
potestates,
distribuistis,
",",
tam,
fuerunt,
ab,
initio,
",",
quam,
et,
fuissent,
",",
etiamsi,
deos,
istos,
non,
creassetis,
.,
Sed,
conuertimini,
ad,
caussam,
aliam,
",",
respondentes,
collationem,
diuinitatis,
meritorum,
remunerandorum,
fuisse,
rationem,
.,
Et,
hinc,
concedetis,
",",
opinor,
",",
illum,
Deum,
deificum,
iustitia,
praecellere,
",",
qui,
nec,
temere,
",",
nec,
indigne,
nec,
prodige,
tantum,
praemium,
dispensarit,
.,
Uolo,
igitur,
merita,
recensere,
",",
an,
eiusmodi,
sint,
",",
ut,
illos,
in,
coelum,
extulerint,
",",
et,
non,
potius,
in,
imum,
tartarum,
demerserint,
",",
quem,
carcerem,
poenarum,
infernarum,
cum,
multis,
affirmatis,
.,
Illuc,
enim,
abstrudi,
solent,
impii,
quique,
in,
parentes,
",",
et,
in,
sorores,
incesti,
",",
et,
maritarum,
adulteri,
",",
et,
uirginum,
raptores,
et,
puerorum,
contaminatores,
",",
et,
qui,
saeuiunt,
",",
et,
qui,
occidunt,
",",
et,
qui,
furantur,
",",
et,
qui,
decipiunt,
",",
et,
quicumque,
similes,
sunt,
alicuius,
dei,
uestri,
",",
quem,
neminem,
integrum,
a,
crimine,
aut,
uitio,
probare,
poteritis,
",",
nisi,
hominem,
negaueritis,
.,
Atquin,PERSON
ut,
illos,
homines,
fuisse,
non,
potestis,
negare,
",",
etiam,
istae,
notae,
accedunt,
",",
quae,
nec,
deos,
postea,
factos,
credi,
permittunt,
.,
Si,
enim,
talibus,
uos,
puniendis,
praesidetis,
",",
si,
commercium,
",",
colloquium,
",",
conuictum,
malorum,
et,
turpium,
probi,
quique,
respuitis,
",",
horum,
autem,
pares,
Deus,
ille,
maiestatis,
suae,
consortio,
asciuit,
",",
quid,
ergo,
damnatis,
",",
quorum,
collegas,
adoratis,
?,
Suggillatio,
est,
in,
coelo,
uestra,
iustitia,
.,
Deos,
facite,
criminosissimos,
quosque,
",",
ut,
placeatis,
diis,
uestris,
.,
Illorum,
est,
honor,
consecratio,
coaequalium,
.,
Sed,
ut,
omittam,
huius,
indignitatis,
retractatum,
probi,
et,
integri,
et,
boni,
fuerint,
.,
Quot,
tamen,
potiores,
uiros,
apud,
inferos,
reliquistis,
?,
aliquem,
de,
sapientia,
Socratem,PERSON
",",
de,
iustitia,
Aristidem,PERSON
",",
de,
militia,
Themistoclem,PERSON
",",
de,
sublimitate,
Alexandrum,PERSON
",",
de,
felicitate,
Polycratem,PERSON
",",
de,
copia,
Croesum,PERSON
",",
de,
eloquentia,
Demosthenem,PERSON
?,
Quis,
ex,
illis,
diis,
uestris,
grauior,
et,
sapientior,
Catone,PERSON
",",
iustior,
et,
militarior,
Scipione,PERSON
?,
quis,
sublimior,
Pompeio,PERSON
",",
felicior,
Sylla,PERSON
",",
copiosior,
Crasso,PERSON
",",
eloquentior,
Tullio,PERSON
?,
Quanto,
dignius,
istos,
deos,
ille,
assumendos,
expectasset,
",",
praescius,
utique,
potiorum,
?,
Properauit,
",",
opinor,
",",
et,
coelum,
semel,
clusit,
",",
et,
nunc,
utique,
melioribus,
apud,
inferos,
mussitantibus,
erubescit,
.,
**CAPUT,
XII,
.,
**,
ARGUMENTUM,
.,
--,
Iam,
porro,
ostendit,
",",
Numina,PERSON
illa,
nihil,
esse,
",",
nisi,
inania,
mortuorum,
nomina,
",",
quorum,
simulacra,
",",
respectu,
materiae,
fabricae,
que,
",",
maxime,
contemni,
mereantur,
",",
ut,
adeo,
in,
solatium,
sint,
ipsis,
Christianis,NORP
",",
qui,
propter,
illa,
puniuntur,
.,
Ut,
enim,
Dii,PERSON
fiant,
",",
crucibus,
",",
uelut,
Christiani,NORP
",",
figuntur,
",",
asciis,
edolantur,
",",
truncantur,
denique,
.,
Leonibus,
etiam,
cinguntur,
",",
et,
in,
lapicidinis,
habitant,
",",
atque,
ex,
insulis,
proueniunt,
.,
Quae,
sicut,
ipsi,
non,
sentiunt,
",",
ita,
nec,
honores,
",",
qui,
ipsis,
fiunt,
.,
Non,
itaque,
magis,
damnandi,
Christiani,NORP
",",
qui,
illos,
respuunt,
",",
quam,
ipse,
olim,
Seneca,PERSON
",",
qui,
similiter,
inanes,
superstitiones,
improbauit,
:,
Ridiculos,NORP
enim,
esse,
Deos,
",",
qui,
iniuriae,
uilissimarum,
etiam,
bestiolarum,
pateant,
",",
imo,
qui,
",",
cum,
non,
sint,
",",
nec,
illis,
qui,
sunt,
benefacere,
",",
nec,
ab,
illis,
laedi,
possunt,
.,
Gesso,
iam,
de,
istis,
",",
ut,
qui,
sciam,
me,
ex,
ipsa,
ueritate,
demonstraturum,
quid,
non,
sint,
",",
quum,
ostendero,
quid,
sint,
.,
Quantum,
igitur,
de,
diis,
uestris,
",",
nomina,
solummodo,
uideo,
quorundam,
ueterum,
mortuorum,
",",
et,
fabulas,
audio,
",",
et,
sacra,
de,
fabulis,
recognosco,
;,
quantum,
autem,
de,
simulacris,
ipsis,
",",
nihil,
aliud,
deprehendo,
",",
quam,
materias,
sorores,
esse,
uasculorum,
instrumentorum,
que,
communium,
",",
uel,
ex,
iisdem,
uasculis,
et,
instrumentis,
quasi,
fatum,
consecratione,
mutantes,
",",
licentia,
artis,
transfigurante,
",",
et,
quidem,
contumeliosissime,
et,
in,
ipso,
opere,
sacrilege,
",",
ut,
reuera,
nobis,
maxime,
",",
qui,
propter,
deos,
ipsos,
plectimur,
",",
solatium,
poenarum,
esse,
possit,
",",
quod,
eadem,
et,
ipsi,
patiuntur,
",",
ut,
fiant,
.,
Crucibus,NORP
et,
stipitibus,
imponitis,
christianos,
:,
quod,
simulacrum,
non,
prius,
argilla,
deformat,
cruci,
et,
stipiti,
superstructa,
?,
In,
patibulo,
primum,
corpus,
dei,
uestri,
dedicatur,
.,
Ungulis,
deraditis,
latera,
christianorum,
;,
at,
in,
deos,
uestros,
per,
omnia,
membra,
ualidius,
incumbunt,
asciae,
",",
et,
runcinae,
",",
et,
scobinae,
.,
Ceruices,NORP
ponimus,
:,
ante,
plumbum,
et,
glutinum,
et,
gomphos,
sine,
capite,
sunt,
dii,
uestri,
.,
Ad,
bestias,
impellimur,
",",
certe,
quas,
Libero,PERSON
",",
et,
Cybele,PERSON
",",
et,
Coelesti,PERSON
applicatis,
.,
Ignibus,
urimur,
:,
hoc,
et,
illi,
a,
prima,
quidem,
massa,
.,
In,
metalla,
damnamur,
:,
inde,
censentur,
dii,
uestri,
.,
In,
insulas,
relegamur,
:,
solet,
et,
in,
insulis,
aliquis,
deus,
uester,
aut,
nasci,
aut,
mori,
.,
Si,
per,
haec,
constat,
diuinitas,
aliqua,
",",
ergo,
qui,
puniuntur,
consecrantur,
",",
et,
numina,
erunt,
dicenda,
supplicia,
.,
Sed,
plane,
non,
sentiunt,
has,
iniurias,
et,
contumelias,
suae,
fabricationis,
dii,
uestri,
",",
sicut,
nec,
obsequia,
.,
O,
impiae,
uoces,
",",
o,
sacrilega,
conuicia,
!,
infrendite,
",",
inspumate,
!,
iidem,
estis,
",",
qui,
Senecam,PERSON
aliquem,
pluribus,
et,
amarioribus,
de,
uestra,
superstitione,
perorantem,
reprehendistis,
.,
Igitur,
si,
statuas,
et,
imagines,
frigidas,
mortuorum,
suorum,
simillimas,
non,
adoramus,
",",
quas,
milui,
et,
mures,
et,
araneae,
intelligunt,
",",
nonne,
laudem,
magis,
",",
quam,
poenam,
",",
merebatur,
repudium,
agniti,
erroris,
?,
Possumus,
enim,
uideri,
laedere,
eos,
",",
quos,
certi,
sumus,
omnino,
non,
esse,
?,
Quod,
non,
est,
",",
nihil,
ab,
ullo,
patitur,
",",
quia,
non,
est,
.,
**CAPUT,
XIII,
.,
**,
ARGUMENTUM,
.,
--,
Si,
tamen,
haec,
numina,
censeri,
uelint,
",",
colere,
utique,
oportebat,
",",
non,
spernere,
",",
quod,
tamen,
passim,
facere,
illos,
ostendit,
",",
cum,
singuli,
plures,
colant,
",",
cum,
diuinitas,
ab,
humano,
pendeat,
arbitrio,
",",
cum,
simulacra,
eorum,
",",
ut,
domestica,
instrumenta,
pignerentur,
",",
uenditentur,
",",
nec,
priuata,
tantum,
",",
sed,
et,
publica,
",",
ut,
adeo,
maiestas,
quaestuaria,
efficiatur,
:,
mortuis,
quoque,
id,
honoris,
quod,
diis,
habeatur,
",",
qui,
tanto,
dignius,
scilicet,
imperatoribus,
etiamnum,
uiuentibus,
tribuitur,
",",
quoniam,
et,
ipsi,
deos,
faciunt,
;,
at,
certe,
meretricibus,
",",
cinaedis,
",",
similibus,
que,
publicae,
libidinis,
uictimis,
",",
non,
sine,
insigni,
deorum,
contumelia,
",",
licet,
ii,
ipsi,
nihilo,
nobiliores,
sint,
",",
addici,
potest,
.,
Sed,
nobis,
dii,
sunt,
",",
inquitis,
.,
Et,
quomodo,
uos,
e,
contrario,
impii,
et,
sacrilegi,
et,
irreligiosi,
erga,
deos,
uestros,
deprehendimini,
",",
qui,
quos,
praesumitis,
esse,
",",
negligatis,
",",
quos,
timetis,
",",
destruatis,
",",
quos,
etiam,
uindicatis,
",",
illudatis,
?,
Recognoscite,PERSON
",",
si,
mentiar,
.,
Primo,
quidem,
",",
cum,
alii,
alios,
colitis,
",",
utique,
quos,
non,
colitis,
offenditis,
.,
Praelatio,
alterius,
sine,
contumelia,
alterius,
non,
potest,
procedere,
",",
quia,
nec,
electio,
sine,
reprobatione,
.,
Iam,
ergo,
contemnitis,
quos,
reprobatis,
",",
quos,
reprobando,
offendere,
non,
timetis,
.,
Nam,
ut,
supra,
perstrinximus,
",",
status,
dei,
cuiusque,
in,
senatus,
aestimatione,
pendebat,
.,
Deus,
non,
erat,
",",
quem,
homo,
consultus,
noluisset,
et,
nolendo,
damnasset,
.,
Domesticos,NORP
deos,
",",
quos,
lares,
dicitis,
",",
domestica,
potestate,
tractatis,
pignerando,
",",
uenditando,
",",
demutando,
aliquando,
in,
cacabulum,
de,
Saturno,LOC
",",
aliquando,
in,
trullam,
de,
Minerua,PERSON
",",
ut,
quisque,
contritus,
atque,
contusus,
est,
",",
dum,
diu,
colitur,
",",
ut,
quisque,
dominus,
sanctiorem,
expertus,
est,
domesticam,
necessitatem,
.,
Publicos,NORP
aeque,
publico,
iure,
foedatis,
",",
quos,
in,
hastario,
uectigales,
habetis,
.,
Sic,
Capitolium,LOC
",",
sic,
olitorium,
forum,
petitur,
;,
sub,
eadem,
uoce,
praeconis,
",",
sub,
eadem,
hasta,
",",
sub,
eadem,
annotatione,
quaestoris,
diuinitas,
addicta,
conducitur,
.,
Sed,
enim,
agri,
tributo,
onusti,
uiliores,
",",
hominum,
capita,
stipendio,
censa,
ignobiliora,
;,
nam,
hae,
sunt,
notae,
captiuitatis,
.,
Dii,PERSON
uero,
qui,
magis,
tributarii,
",",
magis,
sancti,
;,
imo,
qui,
magis,
sancti,
",",
magis,
tributarii,
.,
Maiestas,
quaestuaria,
efficitur,
.,
Circuit,
cauponas,
religio,
mendicans,
.,
Exigitis,
mercedem,
pro,
solo,
templi,
",",
pro,
aditu,
sacri,
;,
non,
licet,
deos,
nosse,
gratis,
",",
uenales,
sunt,
.,
Quid,
omnino,
ad,
honorandos,
eos,
facitis,
",",
quod,
non,
etiam,
mortuis,
uestris,
conferatis,
?,
aedes,
proinde,
",",
aras,
proinde,
.,
Idem,
habitus,
et,
insignia,
in,
statuis,
.,
Ut,
aetas,
",",
ut,
ars,
",",
ut,
negotium,
mortui,
fuit,
",",
ita,
deus,
est,
.,
Quo,
differt,
ab,
epulo,
Iouis,PERSON
silicernium,
",",
a,
simpulo,
obba,
",",
ab,
haruspice,
pollinctor,
?,
nam,
et,
haruspex,
mortuis,
apparet,
.,
Sed,
digne,
imperatoribus,
defunctis,
honorem,
diuinitatis,
dicatis,
",",
quibus,
et,
uiuentibus,
eum,
addicitis,
.,
Accepto,PERSON
ferent,
dii,
uestri,
",",
imo,
gratulabuntur,
",",
quod,
pares,
eis,
fiant,
domini,
sui,
.,
Sed,
quum,
Larentinam,
",",
publicum,
scortum,
",",
uelim,
saltem,
Laidem,PERSON
aut,
Phrynen,PERSON
",",
inter,
Iunones,PERSON
et,
Cereres,PERSON
ac,
Dianas,PERSON
adoratis,
;,
quum,
Simonem,PERSON
Magum,
statua,
et,
inscriptione,
sancti,
dei,
inauguratis,
;,
quum,
de,
paedagogiis,
aulicis,
nescio,
quem,
synodi,
deum,
facitis,
:,
licet,
non,
nobiliores,
dii,
ueteres,
",",
tamen,
contumeliam,
a,
uobis,
deputabunt,
",",
hoc,
et,
aliis,
licuisse,
",",
quod,
solis,
antiquitas,
contulit,
.,
**CAPUT,
XIU,
.,
**,
ARGUMENTUM,
.,
--,
Obiter,
inde,
auaritia,
in,
uictimis,
probis,
offerendis,
taxata,
",",
Homerum,PERSON
reliquos,
que,
uates,
aggreditur,
",",
docet,
que,
quam,
turpia,
doctores,
hi,
de,
diis,
loquantur,
",",
qui,
tamen,
ut,
exemplar,
linguae,
et,
morum,
iuuentuti,
proponuntur,
:,
Tragicos,NORP
item,
et,
Comicos,NORP
",",
imo,
et,
Philosophos,NORP
",",
quorum,
princeps,
Socrates,PERSON
",",
cum,
Diogene,PERSON
et,
Uarrone,PERSON
",",
deos,
irrisit,
",",
destruxit,
.,
Nolo,
et,
ritus,
uestros,
recensere,
;,
non,
dico,
quales,
sitis,
in,
sacrificando,
",",
cum,
enecta,
et,
tabidosa,
et,
scabiosa,
quaeque,
mactatis,
;,
cum,
de,
opimis,
et,
integris,
superuacua,
quaeque,
truncatis,
capitula,
et,
ungulas,
",",
quae,
domi,
quoque,
pueris,
uel,
canibus,
destinassetis,
;,
cum,
de,
decima,
Herculis,
nec,
tertiam,
partem,
in,
aram,
eius,
imponitis,
.,
Laudo,PERSON
magis,
sapientiam,
",",
quod,
de,
perdito,
aliquid,
eripitis,
.,
Sed,
conuersus,
ad,
litteras,
uestras,
",",
quibus,
informamini,
ad,
prudentiam,
et,
ad,
liberalia,
officia,
",",
quanta,
inuenio,
ludibria,
!,
deos,
inter,
se,
propter,
Troianos,NORP
et,
Achiuos,
ut,
gladiatorum,
paria,
congressos,
depugnasse,
;,
Uenerem,PERSON
humana,
sagitta,
sauciatam,
",",
quod,
filium,
suum,
Aenean,PERSON
pene,
interfectum,
ab,
eodem,
Diomede,PERSON
rapere,
uellet,
;,
Martem,PERSON
tredecim,
mensibus,
in,
uinculis,
pene,
consumptum,
;,
Iouem,PERSON
",",
ne,
eamdem,
uim,
a,
caeteris,
coelitibus,
experiretur,
",",
opera,
cuiusdam,
monstri,
liberatum,
",",
et,
nunc,
flentem,
Sarpedonis,PERSON
casum,
",",
nunc,
foede,
subantem,
in,
sororem,
sub,
commemoratione,
non,
ita,
dilectarum,
iampridem,
amicarum,
!,
Exinde,
quis,
non,
poeta,
ex,
auctoritate,
principis,
sui,
dedecorator,
inuenitur,
deorum,
?,
Hic,
Apollinem,PERSON
Admeto,PERSON
regi,
pascendis,
pecoribus,
addicit,
",",
ille,
Neptuni,PERSON
structorias,
operas,
Laomedonti,PERSON
locat,
.,
Est,
et,
illis,
de,
lyricis,
(,
Pindarum,PERSON
dico,
),
",",
qui,
Aesculapium,PERSON
canit,
auaritiae,
merito,
",",
qua,
medicinam,
nocenter,
exercebat,
",",
fulmine,
uindicatum,
.,
Malus,PERSON
Iupiter,PERSON
",",
si,
fulmen,
illius,
est,
",",
impius,
in,
nepotem,
",",
inuidus,
in,
artificem,
.,
Haec,
neque,
uera,
prodi,
",",
neque,
falsa,
confingi,
apud,
religiosissimos,
oportebat,
.,
Nec,
tragici,
quidem,
aut,
comici,
parcunt,
",",
ut,
non,
aerumnas,
uel,
errores,
domus,
alicuius,
dei,
praefentur,
.,
Taceo,PERSON
de,
philosophis,
",",
Socrate,PERSON
contentus,
",",
qui,
in,
contumeliam,
deorum,
quercum,
et,
hircum,
et,
canem,
deierabat,
.,
Sed,
propterea,
damnatus,
est,
Socrates,PERSON
",",
quia,
deos,
destruebat,
.,
Plane,
olim,
",",
id,
est,
semper,
",",
ueritas,
odio,
est,
.,
Tamen,
cum,
poenitentia,
sententiae,
Athenienses,NORP
et,
criminatores,
Socratis,PERSON
postea,
afflixerint,
",",
et,
imaginem,
eius,
auream,
in,
templo,
collocarint,
",",
rescissa,
damnatio,
testimonium,
Socrati,PERSON
reddidit,
.,
Sed,
et,
Diogenes,PERSON
nescio,
quid,
in,
Herculem,PERSON
ludit,
",",
et,
Romanus,NORP
Cynicus,PERSON
Uarro,PERSON
trecentos,
Ioues,
",",
siue,
Iupiteres,PERSON
dicendum,
",",
sine,
capitibus,
introducit,
.,
**CAPUT,
XU,
.,
**,
ARGUMENTUM,
.,
--,
Demonstrat,
porro,
",",
quam,
indecore,
Deorum,
facta,
et,
nomina,
",",
ad,
oculorum,
et,
aurium,
uoluptatem,
",",
ab,
ipsis,
in,
scenicis,
uoluptatibus,
inflectantur,
",",
ut,
diuinitas,
plaudente,
populo,
constupretur,
;,
ut,
et,
quam,
crudeliter,
in,
cauea,
et,
ludis,
theatralibus,
adhibeantur,
",",
ubi,
uilissime,
maiestas,
illa,
tractatur,
;,
denique,
quam,
irreuerenter,
Dii,PERSON
ab,
ipsis,
habeantur,
",",
dum,
coram,
illis,
libidinem,
suam,
explent,
.,
Qualis,
quidem,
religio,
cultores,
suos,
stultos,
",",
insanos,
",",
osores,
uero,
cordatos,
et,
sapientes,
ostendit,
.,
Caetera,
lasciuiae,
ingenia,
etiam,
uoluptatibus,
uestris,
",",
per,
deorum,
dedecus,
operantur,
.,
Dispicite,PERSON
Lentulorum,PERSON
et,
Hostiliorum,
uenustates,
",",
utrum,
mimos,
an,
deos,
uestros,
in,
iocis,
et,
strophis,
rideatis,
:,
MOECHUM,
ANUBIM,
",",
et,
MASCULUM,
LUNAM,
",",
et,
DIANAM,
FLAGELLATAM,
",",
et,
IOUIS,
MORTUI,
TESTAMENTUM,
recitatum,
",",
et,
TRES,PERSON
HERCULES,
FAMELICOS,
irrisos,
.,
Sed,
et,
histrionum,
litterae,
omnem,
foeditatem,
eorum,
designant,
.,
Luget,
Sol,PERSON
filium,
iactatum,
de,
coelo,
",",
laetantibus,
uobis,
",",
et,
Cybele,PERSON
pastorem,
suspirat,
fastidiosum,
",",
non,
erubescentibus,
uobis,
.,
Et,
sustinetis,
Iouis,PERSON
elogia,
cantari,
",",
et,
Iunonem,PERSON
",",
Uenerem,PERSON
",",
Mineruam,PERSON
a,
pastore,
iudicari,
.,
Quid,
",",
quod,
imago,
dei,
uestri,
ignominiosum,
caput,
et,
famosum,
uestit,
?,
quod,
corpus,
impurum,
et,
ad,
istam,
artem,
effeminatione,
productum,
Mineruam,PERSON
aliquam,
uel,
Herculem,PERSON
repraesentat,
?,
Nonne,
uiolatur,
maiestas,
et,
diuinitas,
constupratur,
plaudentibus,
uobis,
?,
Plane,
religiosiores,
estis,
in,
cauea,
",",
ubi,
super,
sanguinem,
humanum,
",",
super,
inquinamenta,
poenarum,
proinde,
saltant,
dii,
uestri,
",",
argumenta,
et,
historias,
noxiis,
ministrantes,
",",
nisi,
quod,
et,
ipsos,
deos,
uestros,
saepe,
noxii,
induunt,
?,
Uidimus,
aliquando,
castratum,
Atyn,PERSON
",",
illum,
deum,
ex,
Pessinunte,
;,
et,
qui,
uiuus,
